"country","iso3c","date","gdp_grwth","gdp","gdp_for20_grwth","gdp_forc20","gdp_dollars","gdp_forc20_dollars","gap_dollars","gap_relative"
"Turkmenistan","TKM",2017,6.5,88.5813345444228,6.5,88.5813345444228,40490550853.5767,40490550853.5767,"$0","0.0%"
"Turks and Caicos Islands","TCA",2017,-2.5,89.9003548901961,-2.5,89.9003548901961,985220492.150769,985220492.150769,"$0","0%"
"Tuvalu","TUV",2017,1.7999999999999998,86.36363636363637,1.7999999999999998,86.36363636363637,39589897.9847849,39589897.9847849,"$0","0.00%"
"Uganda","UGA",2017,3.1,88.37938183595703,3.1,88.37938183595703,34998276925.5374,34998276925.5374,"$0","0.000%"
"Ukraine","UKR",2017,2.4,93.63341777040286,2.4,93.63341777040286,95453753896.7139,95453753896.7139,"$0","0.000%"
"United Arab Emirates","ARE",2017,0.7000000000000001,97.62114379658505,0.7000000000000001,97.62114379658505,393741456191.578,393741456191.578,"$0","0.00%"
"United Kingdom","GBR",2017,2.4,96.77105616527398,2.4,96.77105616527398,3071671779449.63,3071671779449.63,"$0","0.000%"
"United States","USA",2017,2.1999999999999997,94.96008469541776,2.1999999999999997,94.96008469541776,18924571726000,18924571726000,"$0","0.00%"
"Uruguay","URY",2017,1.6,99.17680362079622,1.6,99.17680362079622,55056360541.1392,55056360541.1392,"$0","0.000%"
"Uzbekistan","UZB",2017,4.3999999999999995,89.79048130697731,4.3999999999999995,89.79048130697731,95322863451.0668,95322863451.0668,"$0","0.00%"
"Vanuatu","VUT",2017,6.3,94.13056413453101,6.3,94.13056413453101,813475510.219336,813475510.219336,"$0","0.00%"
"Venezuela, RB","VEN",2017,NA,NA,NA,NA,NA,NA,NA,NA
"Vietnam","VNM",2017,6.9,86.6749097263721,6.9,86.6749097263721,272980598575.506,272980598575.506,"$0","0.000%"
"Virgin Islands (U.S.)","VIR",2017,-0.7000000000000001,95.47865622631988,-0.7000000000000001,95.47865622631988,3694274279.6158,3694274279.6158,"$0","0%"
"West Bank and Gaza","PSE",2017,1.4000000000000001,97.45972581969802,1.4000000000000001,97.45972581969802,15426900000,15426900000,"$0","0.0%"
"Yemen, Rep.","YEM",2017,-5.1,99.2531719024245,-5.1,99.2531719024245,36514391608.5754,36514391608.5754,"$0","0.0%"
"Zambia","ZMB",2017,3.5000000000000004,94.75623781571106,3.5000000000000004,94.75623781571106,22826646593.6169,22826646593.6169,"$0","0.000%"
"Zimbabwe","ZWE",2017,4.1000000000000005,101.66716537670956,4.1000000000000005,101.66716537670956,20964866140.8352,20964866140.8352,"$0","0.000%"
"Afghanistan","AFG",2018,1.2,96.23564328650163,1.2,96.23564328650163,21241130983.2911,21241130983.2911,"$0","0.0%"
"Albania","ALB",2018,4,97.9546449338976,4,97.9546449338976,12702457551.4349,12702457551.4349,"$0","0.00%"
"Algeria","DZA",2018,1.2,99.00990099035211,1.2,99.00990099035211,175599602941.537,175599602941.537,"$0","0.000%"
"American Samoa","ASM",2018,2.7,100.49019607843144,2.7,100.49019607843144,631900763.358779,631900763.358779,"$0","0%"
"Andorra","AND",2018,1.6,98.02427405906252,1.6,98.02427405906252,2949506390.20052,2949506390.20052,"$0","0%"
"Angola","AGO",2018,-1.3,100.7049345395641,-1.3,100.7049345395641,83724808772.3459,83724808772.3459,"$0","0.0000%"
"Antigua and Barbuda","ATG",2018,6.9,95.36321525885597,6.9,95.36321525885597,1554626242.87881,1554626242.87881,"$0","0.0%"
"Argentina","ARG",2018,-2.6,102.04171283884047,-2.6,102.04171283884047,583118120294.002,583118120294.002,"$0","0%"
"Armenia","ARM",2018,5.2,92.93680297523936,5.2,92.93680297523936,11958639113.6524,11958639113.6524,"$0","0.00%"
"Aruba","ABW",2018,5.3,99.36897790669596,5.3,99.36897790669596,3359554779.02582,3359554779.02582,"$0","0.000%"
"Australia","AUS",2018,2.9000000000000004,97.87475134458126,2.9000000000000004,97.87475134458126,1460075108728.85,1460075108728.85,"$0","0.00%"
"Austria","AUT",2018,2.4,98.5052919463247,2.4,98.5052919463247,408030932405.258,408030932405.258,"$0","0.00%"
"Azerbaijan","AZE",2018,1.5,97.5609755455683,1.5,97.5609755455683,52304902010.6514,52304902010.6514,"$0","0.000%"
"Bahamas, The","BHS",2018,1.7999999999999998,98.1391215977608,1.7999999999999998,98.1391215977608,12340765666.5406,12340765666.5406,"$0","0.00%"
"Bahrain","BHR",2018,2.1,97.87899672281739,2.1,97.87899672281739,34243206973.6781,34243206973.6781,"$0","0.00%"
"Bangladesh","BGD",2018,7.3,92.69394213095674,7.3,92.69394213095674,239028505056.988,239028505056.988,"$0","0.00%"
"Barbados","BRB",2018,-1,100.13131947538277,-1,100.13131947538277,4816487749.94047,4816487749.94047,"$0","0.0%"
"Belarus","BLR",2018,3.1,98.61932938856029,3.1,98.61932938856029,58198692497.6768,58198692497.6768,"$0","0.000%"
"Belgium","BEL",2018,1.7999999999999998,97.80825564360623,1.7999999999999998,97.80825564360623,484305039588.75,484305039588.75,"$0","0.00%"
"Belize","BLZ",2018,1.0999999999999999,95.69190600522215,1.0999999999999999,95.69190600522215,2199497511.31222,2199497511.31222,"$0","0.00%"
"Benin","BEN",2018,6.7,93.57540525243861,6.7,93.57540525243861,13268812215.2665,13268812215.2665,"$0","0.00%"
"Bermuda","BMU",2018,-0.4,99.69466839390765,-0.4,99.69466839390765,6819905984.64909,6819905984.64909,"$0","0%"
"Bhutan","BTN",2018,3.1,94.55802492353743,3.1,94.55802492353743,2336476327.38733,2336476327.38733,"$0","0.0%"
"Bolivia","BOL",2018,4.2,97.83136644774198,4.2,97.83136644774198,37364958855.9519,37364958855.9519,"$0","0.00%"
"Bosnia and Herzegovina","BIH",2018,3.6999999999999997,97.24693791526877,3.6999999999999997,97.24693791526877,17897763141.48,17897763141.48,"$0","0.000000000%"
"Botswana","BWA",2018,4.2,97.05666092324527,4.2,97.05666092324527,15734544891.6947,15734544891.6947,"$0","0.00%"
"Brazil","BRA",2018,1.7999999999999998,98.79394542320529,1.7999999999999998,98.79394542320529,1797739006514.93,1797739006514.93,"$0","0.000000000%"
"British Virgin Islands","VGB",2018,NA,NA,NA,NA,NA,NA,NA,NA
"Brunei Darussalam","BRN",2018,0.1,96.27501393812429,0.1,96.27501393812429,12784201742.5315,12784201742.5315,"$0","0.00%"
"Bulgaria","BGR",2018,2.7,96.11859446918857,2.7,96.11859446918857,55214628202.2217,55214628202.2217,"$0","0.000%"
"Burkina Faso","BFA",2018,6.6000000000000005,94.61801817414003,6.6000000000000005,94.61801817414003,14194244080.5891,14194244080.5891,"$0","0.00%"
"Burundi","BDI",2018,1.6,98.21970370993823,1.6,98.21970370993823,3150727480.46183,3150727480.46183,"$0","0.000%"
"Cabo Verde","CPV",2018,4.5,94.63625152577181,4.5,94.63625152577181,1812401360.18566,1812401360.18566,"$0","0.00%"
"Cambodia","KHM",2018,7.5,93.41070872060101,7.5,93.41070872060101,22194442188.3034,22194442188.3034,"$0","0.00%"
"Cameroon","CMR",2018,4,96.64164487619242,4,96.64164487619242,36242614126.2874,36242614126.2874,"$0","0%"
"Canada","CAN",2018,2.8000000000000003,98.1550848503685,2.8000000000000003,98.1550848503685,1664870307455.57,1664870307455.57,"$0","0.000%"
"Cayman Islands","CYM",2018,4.3,96.27133804634758,4.3,96.27133804634758,5229690027.6011,5229690027.6011,"$0","0%"
"Central African Republic","CAF",2018,3.8,96.993210475267,3.8,96.993210475267,1927167157.0247,1927167157.0247,"$0","0.00%"
"Chad","TCD",2018,2.4,96.85494377945253,2.4,96.85494377945253,10195006847.3059,10195006847.3059,"$0","0.0%"
"Channel Islands","CHI",2018,NA,NA,NA,NA,NA,NA,NA,NA
"Chile","CHL",2018,4,99.23535232908286,4,99.23535232908286,260076767994.429,260076767994.429,"$0","0.00%"
"China","CHN",2018,6.7,94.38369737627865,6.7,94.38369737627865,13493418449047,13493418449047,"$0","0.000%"
"Colombia","COL",2018,2.6,96.91156845478574,2.6,96.91156845478574,311467946721.7,311467946721.7,"$0","0.00%"
"Comoros","COM",2018,3.5999999999999996,98.26968677412647,3.5999999999999996,98.26968677412647,1073934161.69033,1073934161.69033,"$0","0.000000000%"
"Congo, Dem. Rep.","COD",2018,5.800000000000001,95.79963723739601,5.800000000000001,95.79963723739601,42619014794.5289,42619014794.5289,"$0","0.00%"
"Congo, Rep.","COG",2018,-4.8,100.08696151523326,-4.8,100.08696151523326,9655784261.38472,9655784261.38472,"$0","0.00%"
"Costa Rica","CRI",2018,2.6,97.63955228483782,2.6,97.63955228483782,62862775554.712,62862775554.712,"$0","0%"
"Cote d'Ivoire","CIV",2018,6.9,94.13385180223874,6.9,94.13385180223874,56350019798.3227,56350019798.3227,"$0","0.000%"
"Croatia","HRV",2018,2.8000000000000003,96.69215599590179,2.8000000000000003,96.69215599590179,55313599034.9693,55313599034.9693,"$0","0.00%"
"Cuba","CUB",2018,2.1999999999999997,100.16511215330831,2.1999999999999997,100.16511215330831,91169895871.5596,91169895871.5596,"$0","0%"
"Curacao","CUW",2018,-2.1999999999999997,103.48945665186757,-2.1999999999999997,103.48945665186757,2899702370.77176,2899702370.77176,"$0","0%"
"Cyprus","CYP",2018,5.6000000000000005,94.760297079746,5.6000000000000005,94.760297079746,23701528569.0948,23701528569.0948,"$0","0.000%"
"Czechia","CZE",2018,3.2,97.05922330225216,3.2,97.05922330225216,209298846486.102,209298846486.102,"$0","0.000%"
"Denmark","DNK",2018,2,98.5284898535937,2,98.5284898535937,327708263102.566,327708263102.566,"$0","0.000%"
"Djibouti","DJI",2018,4.8,94.74619949927919,4.8,94.74619949927919,2869607134.04835,2869607134.04835,"$0","0.0%"
"Dominica","DMA",2018,3.5000000000000004,94.78449866063558,3.5000000000000004,94.78449866063558,537309039.644082,537309039.644082,"$0","0.0%"
"Dominican Republic","DOM",2018,7.000000000000001,95.19080080366079,7.000000000000001,95.19080080366079,84993382978.8095,84993382978.8095,"$0","0%"
"Ecuador","ECU",2018,1.3,99.98789636231024,1.3,99.98789636231024,101689830586.566,101689830586.566,"$0","0.00%"
"Egypt, Arab Rep.","EGY",2018,5.3,94.73493195074515,5.3,94.73493195074515,377080487734.144,377080487734.144,"$0","0.00%"
"El Salvador","SLV",2018,2.4,97.6205273905709,2.4,97.6205273905709,25166352421.875,25166352421.875,"$0","0.000%"
"Equatorial Guinea","GNQ",2018,-6.2,105.79975798401927,-6.2,105.79975798401927,10634279302.6072,10634279302.6072,"$0","0.00%"
"Eritrea","ERI",2018,NA,NA,NA,NA,NA,NA,NA,NA
"Estonia","EST",2018,3.8,96.3951057880913,3.8,96.3951057880913,25926098666.5234,25926098666.5234,"$0","0.00%"
"Eswatini","SWZ",2018,2.4,97.36761056891939,2.4,97.36761056891939,4288883799.14712,4288883799.14712,"$0","0.000%"
"Ethiopia","ETH",2018,6.800000000000001,92.28149654461575,6.800000000000001,92.28149654461575,82721152428.0532,82721152428.0532,"$0","0.000%"
"Faroe Islands","FRO",2018,0,100,0,100,2573908649.0584,2573908649.0584,"$0","0%"
"Fiji","FJI",2018,3.8,100.58535281045016,3.8,100.58535281045016,5246541381.63422,5246541381.63422,"$0","0.00%"
"Finland","FIN",2018,1.0999999999999999,98.79006968641124,1.0999999999999999,98.79006968641124,251661932877.344,251661932877.344,"$0","0.000%"
"France","FRA",2018,1.9,98.19037899069119,1.9,98.19037899069119,2569458097202.24,2569458097202.24,"$0","0.00%"
"French Polynesia","PYF",2018,2.8000000000000003,97.63704210247245,2.8000000000000003,97.63704210247245,5779371136.06775,5779371136.06775,"$0","0%"
"Gabon","GAB",2018,0.8,96.2271186685238,0.8,96.2271186685238,14876945039.3652,14876945039.3652,"$0","0.00%"
"Gambia, The","GMB",2018,7.199999999999999,94.14240925038487,7.199999999999999,94.14240925038487,1579264906.00789,1579264906.00789,"$0","0%"
"Georgia","GEO",2018,4.8,95.25410656880669,4.8,95.25410656880669,16915132067.1573,16915132067.1573,"$0","0.000%"
"Germany","DEU",2018,1,98.95444349253374,1,98.95444349253374,3559040862512.65,3559040862512.65,"$0","0.000%"
"Ghana","GHA",2018,6.2,93.88985939617335,6.2,93.88985939617335,58648966891.8988,58648966891.8988,"$0","0.00%"
"Gibraltar","GIB",2018,NA,NA,NA,NA,NA,NA,NA,NA
"Greece","GRC",2018,1.7000000000000002,98.15050894790508,1.7000000000000002,98.15050894790508,200141371166.33,200141371166.33,"$0","0.00%"
"Greenland","GRL",2018,0.6,97.77913187781976,0.6,97.77913187781976,2633811256.96937,2633811256.96937,"$0","0%"
"Grenada","GRD",2018,4.3999999999999995,99.32923376002702,4.3999999999999995,99.32923376002702,1127327545.68561,1127327545.68561,"$0","0.000000%"
"Guam","GUM",2018,-0.8,97.47036971519549,-0.8,97.47036971519549,5814829845.31392,5814829845.31392,"$0","0%"
"Guatemala","GTM",2018,3.4000000000000004,96.15170579959741,3.4000000000000004,96.15170579959741,68060272306.0466,68060272306.0466,"$0","0%"
"Guinea","GIN",2018,6.4,94.68180404895952,6.4,94.68180404895952,11433120134.886,11433120134.886,"$0","0.00%"
"Guinea-Bissau","GNB",2018,1.3,95.69377991207762,1.3,95.69377991207762,1194956294.73557,1194956294.73557,"$0","0.00%"
"Guyana","GUY",2018,4.3999999999999995,94.91932232090427,4.3999999999999995,94.91932232090427,4813398364.26896,4813398364.26896,"$0","0.0%"
"Haiti","HTI",2018,1.7000000000000002,101.7134599432551,1.7000000000000002,101.7134599432551,15739297369.472,15739297369.472,"$0","0.00%"
"Honduras","HND",2018,3.8,97.41550218459307,3.8,97.41550218459307,23730751926.4043,23730751926.4043,"$0","0%"
"Hong Kong SAR, China","HKG",2018,2.8000000000000003,101.70689232432818,2.8000000000000003,101.70689232432818,337455303240.589,337455303240.589,"$0","0.000%"
"Hungary","HUN",2018,5.4,95.36725669026542,5.4,95.36725669026542,140547408554.321,140547408554.321,"$0","0.000000000%"
"Iceland","ISL",2018,4.9,97.64151214641709,4.9,97.64151214641709,20351154562.7013,20351154562.7013,"$0","0.00%"
"India","IND",2018,6.5,96.39676737985342,6.5,96.39676737985342,2588974097973.61,2588974097973.61,"$0","0.00%"
"Indonesia","IDN",2018,5.2,95.22060395635607,5.2,95.22060395635607,999178589070.128,999178589070.128,"$0","0.000%"
"Iran, Islamic Rep.","IRN",2018,-2.3,102.73079688671989,-2.3,102.73079688671989,446162674191.021,446162674191.021,"$0","0.00%"
"Iraq","IRQ",2018,2.6,94.77434130140372,2.6,94.77434130140372,191221824965.135,191221824965.135,"$0","0.000%"
"Ireland","IRL",2018,8.5,94.83982457687088,8.5,94.83982457687088,352098825394.701,352098825394.701,"$0","0.0%"
"Isle of Man","IMN",2018,2.1999999999999997,99.74578657123106,2.1999999999999997,99.74578657123106,8108785332.31474,8108785332.31474,"$0","0%"
"Israel","ISR",2018,4.1000000000000005,96.00970421021445,4.1000000000000005,96.00970421021445,344156628360.705,344156628360.705,"$0","0.000%"
"Italy","ITA",2018,0.8999999999999999,99.51912526204164,0.8999999999999999,99.51912526204164,1908933681964.96,1908933681964.96,"$0","0.0000%"
"Jamaica","JAM",2018,1.9,99.1155997755666,1.9,99.1155997755666,14802050818.6874,14802050818.6874,"$0","0%"
"Japan","JPN",2018,0.6,100.24092991800661,0.6,100.24092991800661,4580061760588.24,4580061760588.24,"$0","0.00%"
"Jordan","JOR",2018,1.9,98.10907316992193,1.9,98.10907316992193,41103997001.4528,41103997001.4528,"$0","0%"
"Kazakhstan","KAZ",2018,4.1000000000000005,95.69377990422838,4.1000000000000005,95.69377990422838,202016241185.495,202016241185.495,"$0","0.00000%"
"Kenya","KEN",2018,5.6000000000000005,95.13466224412032,5.6000000000000005,95.13466224412032,80165170351.7163,80165170351.7163,"$0","0.00%"
"Kiribati","KIR",2018,5.3,100.54253489962707,5.3,100.54253489962707,177978658.986812,177978658.986812,"$0","0.00%"
"Korea, Dem. People's Rep.","PRK",2018,NA,NA,NA,NA,NA,NA,NA,NA
"Korea, Rep.","KOR",2018,2.9000000000000004,97.80527136455822,2.9000000000000004,97.80527136455822,1601903713673.82,1601903713673.82,"$0","0.00%"
"Kosovo","XKX",2018,3.4000000000000004,95.45916901902315,3.4000000000000004,95.45916901902315,7204705015.86419,7204705015.86419,"$0","0.0%"
"Kuwait","KWT",2018,2.4,100.55502278766158,2.4,100.55502278766158,115097791484.096,115097791484.096,"$0","0.00%"
"Kyrgyz Republic","KGZ",2018,3.8,95.60172261193034,3.8,95.60172261193034,7572253083.98869,7572253083.98869,"$0","0.00%"
"Lao PDR","LAO",2018,6.2,94.82471808473917,6.2,94.82471808473917,17534840493.2613,17534840493.2613,"$0","0.00%"
"Latvia","LVA",2018,4,97.49467553252997,4,97.49467553252997,29984306271.8922,29984306271.8922,"$0","0.000%"
"Lebanon","LBN",2018,-1.7000000000000002,107.70899918853019,-1.7000000000000002,107.70899918853019,50232192261.0118,50232192261.0118,"$0","0.00%"
"Lesotho","LSO",2018,0.1,99.08102024748345,0.1,99.08102024748345,2369809388.16788,2369809388.16788,"$0","0.000%"
"Liberia","LBR",2018,1.2,102.52971318901992,1.2,102.52971318901992,3292571599.13518,3292571599.13518,"$0","0.000%"
"Libya","LBY",2018,7.9,112.60715292944788,7.9,112.60715292944788,68634305687.8597,68634305687.8597,"$0","0.000%"
"Liechtenstein","LIE",2018,0,100.00000000000001,0,100.00000000000001,6268391521.19701,6268391521.19701,"$0","0%"
"Lithuania","LTU",2018,4,95.57935619625759,4,95.57935619625759,46067411257.316,46067411257.316,"$0","0.00%"
"Luxembourg","LUX",2018,1.2,97.73267504214695,1.2,97.73267504214695,64671765568.8058,64671765568.8058,"$0","0.000%"
"Macao SAR, China","MAC",2018,6.5,102.57666199423548,6.5,102.57666199423548,52389983871.4635,52389983871.4635,"$0","0.0%"
"Madagascar","MDG",2018,3.2,95.77513641005969,3.2,95.77513641005969,12629254614.0975,12629254614.0975,"$0","0.0000%"
"Malawi","MWI",2018,4.3999999999999995,94.83330934005973,4.3999999999999995,94.83330934005973,7091106971.7608,7091106971.7608,"$0","0.0%"
"Malaysia","MYS",2018,4.8,95.77334032326912,4.8,95.77334032326912,349191186356.678,349191186356.678,"$0","0.00%"
"Maldives","MDV",2018,8.1,93.37289080811708,8.1,93.37289080811708,5065522982.52095,5065522982.52095,"$0","0.00000%"
"Mali","MLI",2018,4.7,95.45977938573103,4.7,95.45977938573103,15301000869.7067,15301000869.7067,"$0","0.000%"
"Malta","MLT",2018,6.2,94.4132431426089,6.2,94.4132431426089,13503827804.2827,13503827804.2827,"$0","0.00%"
"Marshall Islands","MHL",2018,4.2,90.22077717620685,4.2,90.22077717620685,201150200,201150200,"$0","0.000%"
"Mauritania","MRT",2018,4.8,94.96979439201729,4.8,94.96979439201729,6952878007.44231,6952878007.44231,"$0","0.0%"
"Mauritius","MUS",2018,4,97.18979124471942,4,97.18979124471942,13481538349.276,13481538349.276,"$0","0.000%"
"Mexico","MEX",2018,2.1999999999999997,100.19944476263,2.1999999999999997,100.19944476263,1255065357728.63,1255065357728.63,"$0","0.00%"
"Micronesia, Fed. Sts.","FSM",2018,0.2,98.83884204638085,0.2,98.83884204638085,328598163.580178,328598163.580178,"$0","0.000%"
"Moldova","MDA",2018,4.3,96.44745083613039,4.3,96.44745083613039,8830217598.87449,8830217598.87449,"$0","0.00%"
"Monaco","MCO",2018,6,93.54041204437392,6,93.54041204437392,6623286014.83072,6623286014.83072,"$0","0%"
"Mongolia","MNG",2018,7.7,94.69495723300483,7.7,94.69495723300483,13422599495.6528,13422599495.6528,"$0","0.00%"
"Montenegro","MNE",2018,5.1,96.09568517208795,5.1,96.09568517208795,4593139638.0191,4593139638.0191,"$0","0.000%"
"Morocco","MAR",2018,3.1,97.1902542789802,3.1,97.1902542789802,120178230514.273,120178230514.273,"$0","0.00%"
"Mozambique","MOZ",2018,3.4000000000000004,97.73775602481425,3.4000000000000004,97.73775602481425,17772233412.3772,17772233412.3772,"$0","0.00%"
"Myanmar","MMR",2018,6.4,93.67641119581386,6.4,93.67641119581386,78394969160.3623,78394969160.3623,"$0","0.0%"
"Namibia","NAM",2018,1.0999999999999999,100.84625607549711,1.0999999999999999,100.84625607549711,11341482623.4791,11341482623.4791,"$0","0.00000%"
"Nauru","NRU",2018,6.1,100,6.1,100,89620006.418409,89620006.418409,"$0","0.0000%"
"Nepal","NPL",2018,7.6,93.75844813893225,7.6,93.75844813893225,28695046273.6935,28695046273.6935,"$0","0.00%"
"Netherlands","NLD",2018,2.4,98.08192130894652,2.4,98.08192130894652,824133764145.055,824133764145.055,"$0","0.000%"
"New Caledonia","NCL",2018,0,100,0,100,8738205836.7394,8738205836.7394,"$0","0%"
"New Zealand","NZL",2018,3.4000000000000004,97.85456104386891,3.4000000000000004,97.85456104386891,197813678062.728,197813678062.728,"$0","0.000%"
"Nicaragua","NIC",2018,-3.4000000000000004,103.92777697530032,-3.4000000000000004,103.92777697530032,13487098742.5056,13487098742.5056,"$0","0.0%"
"Niger","NER",2018,7.199999999999999,94.39180807606708,7.199999999999999,94.39180807606708,11527239152.5743,11527239152.5743,"$0","0.00%"
"Nigeria","NGA",2018,1.9,97.83928850802549,1.9,97.83928850802549,498365774952.982,498365774952.982,"$0","0.00%"
"North Macedonia","MKD",2018,2.9000000000000004,96.23673972660951,2.9000000000000004,96.23673972660951,10764550800.8128,10764550800.8128,"$0","0.00%"
"Northern Mariana Islands","MNP",2018,-19.3,112.53985122210352,-19.3,112.53985122210352,1168109090.90909,1168109090.90909,"$0","0%"
"Norway","NOR",2018,1.0999999999999999,99.25972275526536,1.0999999999999999,99.25972275526536,403459047225.38,403459047225.38,"$0","0.00%"
"Oman","OMN",2018,1.3,101.14159638654283,1.3,101.14159638654283,84001727416.2074,84001727416.2074,"$0","0.00000000%"
"Pakistan","PAK",2018,6.2,97.56322486619547,6.2,97.56322486619547,316506802375.214,316506802375.214,"$0","0.00%"
"Palau","PLW",2018,0.1,99.60559340265335,0.1,99.60559340265335,269084659.603083,269084659.603083,"$0","0.0%"
"Panama","PAN",2018,3.6999999999999997,97.10644921475688,3.6999999999999997,97.10644921475688,62154476591.9662,62154476591.9662,"$0","0.00%"
"Papua New Guinea","PNG",2018,-0.3,95.71170352662399,-0.3,95.71170352662399,23659798307.4477,23659798307.4477,"$0","0.000%"
"Paraguay","PRY",2018,3.2,100.4034764915415,3.2,100.4034764915415,40841122661.179,40841122661.179,"$0","0.00%"
"Peru","PER",2018,4,97.80847229717985,4,97.80847229717985,210307952165.865,210307952165.865,"$0","0.00%"
"Philippines","PHL",2018,6.3,94.23425304474281,6.3,94.23425304474281,373379468921.017,373379468921.017,"$0","0.000%"
"Poland","POL",2018,5.8999999999999995,95.73959943015798,5.8999999999999995,95.73959943015798,547154795065.659,547154795065.659,"$0","0.000%"
"Portugal","PRT",2018,2.8000000000000003,97.38733169692726,2.8000000000000003,97.38733169692726,216552789892.193,216552789892.193,"$0","0.00%"
"Puerto Rico","PRI",2018,-4.3999999999999995,98.35253300647155,-4.3999999999999995,98.35253300647155,94801759550.0068,94801759550.0068,"$0","0.000%"
"Qatar","QAT",2018,1.2,99.23114874274968,1.2,99.23114874274968,166227185730.265,166227185730.265,"$0","0.000%"
"Romania","ROU",2018,6,96.28979639016109,6,96.28979639016109,209897450635.31,209897450635.31,"$0","0.00%"
"Russian Federation","RUS",2018,2.8000000000000003,97.84920048791894,2.8000000000000003,97.84920048791894,1430115105089.32,1430115105089.32,"$0","0.00%"
"Rwanda","RWA",2018,8.6,91.3570748085674,8.6,91.3570748085674,10216367625.9573,10216367625.9573,"$0","0.000%"
"Samoa","WSM",2018,-0.6,95.73788445409163,-0.6,95.73788445409163,896973258.520993,896973258.520993,"$0","0.00%"
"San Marino","SMR",2018,1.5,97.97612180396807,1.5,97.97612180396807,1478180472.37724,1478180472.37724,"$0","0.00%"
"Sao Tome and Principe","STP",2018,2.9000000000000004,97.83696573632444,2.9000000000000004,97.83696573632444,351971392.289827,351971392.289827,"$0","0.00%"
"Saudi Arabia","SAU",2018,2.5,99.66732963436743,2.5,99.66732963436743,676867966014.77,676867966014.77,"$0","0.000%"
"Senegal","SEN",2018,6.2,95.58984027090897,6.2,95.58984027090897,21565674237.7591,21565674237.7591,"$0","0.00%"
"Serbia","SRB",2018,4.5,95.84811379779875,4.5,95.84811379779875,43721764447.4752,43721764447.4752,"$0","0.00%"
"Seychelles","SYC",2018,3.2,96.99333321765879,3.2,96.99333321765879,1608971156.22993,1608971156.22993,"$0","0.0000%"
"Sierra Leone","SLE",2018,3.5000000000000004,95.00804799646431,3.5000000000000004,95.00804799646431,4823284725.67196,4823284725.67196,"$0","0.00%"
"Singapore","SGP",2018,3.6999999999999997,98.91620230668505,3.6999999999999997,98.91620230668505,346066118708.176,346066118708.176,"$0","0.000%"
"Sint Maarten (Dutch part)","SXM",2018,-6.6000000000000005,100,-6.6000000000000005,100,1108000833.9583,1108000833.9583,"$0","0%"
"Slovak Republic","SVK",2018,4,97.542234998762,4,97.542234998762,97051840806.3988,97051840806.3988,"$0","0.00%"
"Slovenia","SVN",2018,4.5,96.66404713275986,4.5,96.66404713275986,48702350150.2586,48702350150.2586,"$0","0.000%"
"Solomon Islands","SLB",2018,2.7,98.28056743137608,2.7,98.28056743137608,1462091791.16342,1462091791.16342,"$0","0.00000%"
"Somalia","SOM",2018,7.5,93.06089436338752,7.5,93.06089436338752,6372546886.45928,6372546886.45928,"$0","0.000%"
"South Africa","ZAF",2018,1.5,99.69746481827937,1.5,99.69746481827937,358429917588.125,358429917588.125,"$0","0%"
"South Sudan","SSD",2018,0,100,0,100,11997800760.2242,11997800760.2242,"$0","0.0%"
"Spain","ESP",2018,2.3,98.05462927500922,2.3,98.05462927500922,1298163367417.97,1298163367417.97,"$0","0.00%"
"Sri Lanka","LKA",2018,2.3,100.22097109247827,2.3,100.22097109247827,97422055053.5159,97422055053.5159,"$0","0.00%"
"St. Kitts and Nevis","KNA",2018,2.1,96.10996929580087,2.1,96.10996929580087,1015143615.46214,1015143615.46214,"$0","0.00%"
"St. Lucia","LCA",2018,2.9000000000000004,100.65441221465233,2.9000000000000004,100.65441221465233,1994408431.58142,1994408431.58142,"$0","0.000%"
"St. Martin (French part)","MAF",2018,NA,NA,NA,NA,NA,NA,NA,NA
"St. Vincent and the Grenadines","VCT",2018,3.1,99.59761528291902,3.1,99.59761528291902,858290512.067805,858290512.067805,"$0","0.00%"
"Sudan","SDN",2018,-2.7,102.2267553673668,-2.7,102.2267553673668,86181657628.7571,86181657628.7571,"$0","0.00%"
"Suriname","SUR",2018,4.9,98.8447051794636,4.9,98.8447051794636,5195551913.67858,5195551913.67858,"$0","0.000%"
"Sweden","SWE",2018,2,98.0524855773016,2,98.0524855773016,539113433181.757,539113433181.757,"$0","0.000%"
"Switzerland","CHE",2018,2.9000000000000004,98.87091166417659,2.9000000000000004,98.87091166417659,738674253452.249,738674253452.249,"$0","0.000%"
"Syrian Arab Republic","SYR",2018,1.4000000000000001,98.79401628545888,1.4000000000000001,98.79401628545888,15515201936.7427,15515201936.7427,"$0","0%"
"Tajikistan","TJK",2018,7.6,93.10930402728123,7.6,93.10930402728123,10189549329.2933,10189549329.2933,"$0","0.00%"
"Tanzania","TZA",2018,5.4,94.51795843255711,5.4,94.51795843255711,57011861844.5483,57011861844.5483,"$0","0.00000000%"
"Thailand","THA",2018,4.2,97.89366496491989,4.2,97.89366496491989,450683024911.935,450683024911.935,"$0","0.00%"
"Timor-Leste","TLS",2018,-0.7000000000000001,80.9626191054681,-0.7000000000000001,80.9626191054681,1586955335.65162,1586955335.65162,"$0","0.00%"
"Togo","TGO",2018,5,94.82275221394741,5,94.82275221394741,4834325004.35888,4834325004.35888,"$0","0%"
